id,category,original-instruction,original-context,original-response,new-instruction,new-context,new-response,external_id
3157,open_qa,Who ordered John the Baptists execution,,King Herod,"{'user_id': array([None], dtype=object), 'value': array(['Who ordered John the Baptists execution'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['King Herod'], dtype=object), 'status': array(['submitted'], dtype=object)}",
9565,classification,Which is a species of fish? Trahira or Tahini,,Trahira,"{'user_id': array([None], dtype=object), 'value': array(['Which is a species of fish? Trahira or Tahini'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Trahira'], dtype=object), 'status': array(['submitted'], dtype=object)}",
13965,open_qa,"If your child has been told that he or she has lice, what should you do?",,"The first thing is to buy a shampoo that is made to kill the lice.  Lice only live on human scalps, and they lay tiny white eggs called nits.  Once lice and/or nits are visually identified, immediately use the lice shampoo to thoroughly wash and clean the hair and scalp of your child.  After the cleaning, carefully comb out the hair with a special nit comb, which has metal teeth very close together to most effectively get rid of the lice and the eggs.  After shampooing and combing out, make sure to wash all bedding and any other furniture or rugs where there may have been head-to-fabric contact.  Pillows and bedding must also be washed; if washing is not possible, then put the objects or fabrics in a plastic bag and store in a closet or garage for two weeks.  

Check for any itching after cleaning and combing out the hair, and re-apply the shampoo if either lice or eggs are detected again.","{'user_id': array([None], dtype=object), 'value': array(['If your child has been told that he or she has lice, what should you do?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The first thing is to buy a shampoo that is made to kill the lice.  Lice only live on human scalps, and they lay tiny white eggs called nits.  Once lice and/or nits are visually identified, immediately use the lice shampoo to thoroughly wash and clean the hair and scalp of your child.  After the cleaning, carefully comb out the hair with a special nit comb, which has metal teeth very close together to most effectively get rid of the lice and the eggs.  After shampooing and combing out, make sure to wash all bedding and any other furniture or rugs where there may have been head-to-fabric contact.  Pillows and bedding must also be washed; if washing is not possible, then put the objects or fabrics in a plastic bag and store in a closet or garage for two weeks.  \n\nCheck for any itching after cleaning and combing out the hair, and re-apply the shampoo if either lice or eggs are detected again.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
12911,creative_writing,Imagine you are the last person on Earth. Write a diary entry describing your thoughts and feelings.,,"Dear diary, you have been a faithful companion to me, all this while, the only true friend I have. Or, may, I say, the only witness to my thoughts - because there is no one else. Yes, I am the only person around in this world. Does this make me happy or sad, you ask? I am conflicted, to be honest. As an introvert, I always wanted solitude and peace. The ability to be myself, to not just think my own thoughts but act like no one was watching. And yet, now, when I really can do this (believe me, no one is watching me, or even the security tapes!), I long for a voice to hear and for someone to talk back to me, see me act stupid or act out my weirdest thoughts, and in general just listen to me. But, there is no one. And this scares me, as well. Why am I writing this down, when I rarely, if ever, read you back? It is, probably, with a hidden hope that someone some day will read it and understand my thoughts and ideas without judgement. If no one ever will read it, because there is no human left on planet Earth, why am I writing this even? I always read (and scoffed at) the books telling me ""Man is a social animal"" - I felt they did not refer or apply to me me. And now, dear friend, I have realised a little too late in life that it wasn't the books that did not recognise me. Rather, it was I who didn't understand myself. Farewell and adieu!","{'user_id': array([None], dtype=object), 'value': array(['Imagine you are the last person on Earth. Write a diary entry describing your thoughts and feelings.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Dear diary, you have been a faithful companion to me, all this while, the only true friend I have. Or, may, I say, the only witness to my thoughts - because there is no one else. Yes, I am the only person around in this world. Does this make me happy or sad, you ask? I am conflicted, to be honest. As an introvert, I always wanted solitude and peace. The ability to be myself, to not just think my own thoughts but act like no one was watching. And yet, now, when I really can do this (believe me, no one is watching me, or even the security tapes!), I long for a voice to hear and for someone to talk back to me, see me act stupid or act out my weirdest thoughts, and in general just listen to me. But, there is no one. And this scares me, as well. Why am I writing this down, when I rarely, if ever, read you back? It is, probably, with a hidden hope that someone some day will read it and understand my thoughts and ideas without judgement. If no one ever will read it, because there is no human left on planet Earth, why am I writing this even? I always read (and scoffed at) the books telling me ""Man is a social animal"" - I felt they did not refer or apply to me me. And now, dear friend, I have realised a little too late in life that it wasn\'t the books that did not recognise me. Rather, it was I who didn\'t understand myself. Farewell and adieu!'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
11365,open_qa,Who first recorded the weather?,,"It is believed that people in China made notes about wind, rain and snow onto pieces of tortoiseshell.  Some evidence dates back to 3000 years, making the Chinese the first to record the weather.","{'user_id': array([None], dtype=object), 'value': array(['Who first recorded the weather?'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['It is believed that people in China made notes about wind, rain and snow onto pieces of tortoiseshell.  Some evidence dates back to 3000 years, making the Chinese the first to record the weather.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
3239,open_qa,When did Alaska become a state?,,"Alaska became a state on January 3, 1959.","{'user_id': array([None], dtype=object), 'value': array(['When did Alaska become a state?'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Alaska became a state on January 3, 1959.'], dtype=object), 'status': array(['submitted'], dtype=object)}",
5359,summarization,Tell me about the RMS Adriatic,"RMS Adriatic was a British ocean liner of the White Star Line. She was the fourth of a quartet of ships of more than 20,000 GRT, dubbed The Big Four. The ship was the only one of the four which was never the world's largest ship. However, she was the largest, the fastest, and the most luxurious of the Big Four, being the first ocean liner to have an indoor swimming pool and a Turkish bath.[1]

She began her career on the brand new route from Southampton to New York before joining, from 1911, her sister ships on the secondary route from Liverpool. They were in fact slow liners intended to provide a service at moderate prices. When World War I broke out, the Adriatic was among the ships that continued their civilian transatlantic service, while carrying many provisions. In 1917, she was requisitioned and served as a troop transport.

After the war, she was refitted several times, and was gradually used for cruises, which became her main services in the 1930s. When Cunard Line and White Star Line merged in 1934, she was quickly deemed unnecessary and sold at the end of the year. She was scrapped in Osaka in 1935.","The RMS Adriatic was a British ocean liner of the White Star Line. She was the fourth of a quartet of ships of more than 20,000 GRT, dubbed The Big Four. The ship was the only one of the four which was never the world's largest ship. However, she was the largest, the fastest, and the most luxurious of the Big Four, being the first ocean liner to have an indoor swimming pool and a Turkish bath.","{'user_id': array([None], dtype=object), 'value': array(['Tell me about the RMS Adriatic'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""RMS Adriatic was a British ocean liner of the White Star Line. She was the fourth of a quartet of ships of more than 20,000 GRT, dubbed The Big Four. The ship was the only one of the four which was never the world's largest ship. However, she was the largest, the fastest, and the most luxurious of the Big Four, being the first ocean liner to have an indoor swimming pool and a Turkish bath.\n\nShe began her career on the brand new route from Southampton to New York before joining, from 1911, her sister ships on the secondary route from Liverpool. They were in fact slow liners intended to provide a service at moderate prices. When World War I broke out, the Adriatic was among the ships that continued their civilian transatlantic service, while carrying many provisions. In 1917, she was requisitioned and served as a troop transport.\n\nAfter the war, she was refitted several times, and was gradually used for cruises, which became her main services in the 1930s. When Cunard Line and White Star Line merged in 1934, she was quickly deemed unnecessary and sold at the end of the year. She was scrapped in Osaka in 1935.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""The RMS Adriatic was a British ocean liner of the White Star Line. She was the fourth of a quartet of ships of more than 20,000 GRT, dubbed The Big Four. The ship was the only one of the four which was never the world's largest ship. However, she was the largest, the fastest, and the most luxurious of the Big Four, being the first ocean liner to have an indoor swimming pool and a Turkish bath.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
1059,information_extraction,Who started Belu?,"Belu was founded in 2004 by film maker Reed Paget as a bottled water business with an aim to be an environmentally friendly alternative to other beverages on the market. Before launching Belu, Paget was a keen environmentalist in business communities, encouraging others in the drinks industry to consider the environmental impact of sourcing, manufacturing and packaging. Early stage investors in Belu included Body Shop co-founder Gordon Roddick, environmentalist Ben Goldsmith and hedge fund manager, Chris Cooper-Hohn",Reed Paget founded Belu in 2004.,"{'user_id': array([None], dtype=object), 'value': array(['Who started Belu?'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Belu was founded in 2004 by film maker Reed Paget as a bottled water business with an aim to be an environmentally friendly alternative to other beverages on the market. Before launching Belu, Paget was a keen environmentalist in business communities, encouraging others in the drinks industry to consider the environmental impact of sourcing, manufacturing and packaging. Early stage investors in Belu included Body Shop co-founder Gordon Roddick, environmentalist Ben Goldsmith and hedge fund manager, Chris Cooper-Hohn'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Reed Paget founded Belu in 2004.'], dtype=object), 'status': array(['submitted'], dtype=object)}",
7050,information_extraction,What is the Boone and Crockett Club?,"Yellowstone was part of a federally governed territory. With no state government that could assume stewardship of the land, the federal government took on direct responsibility for the park, the official first national park of the United States. The combined effort and interest of conservationists, politicians and the Northern Pacific Railroad ensured the passage of enabling legislation by the United States Congress to create Yellowstone National Park. Theodore Roosevelt and his group of conservationists, the Boone and Crockett Club, were active campaigners and were highly influential in convincing fellow Republicans and big business to back the bill. Yellowstone National Park soon played a pivotal role in the conservation of these national treasures, as it was suffering at the hands of poachers and others who stood at the ready to pillage what they could from the area. Theodore Roosevelt and his newly formed Boone and Crockett Club successfully took the lead in protecting Yellowstone National Park from this plight, resulting in laws designed to conserve the natural resources in Yellowstone and other parks under the Government's purview.",The Boone and Crockett Club is a group of conservationists who campaigned with Theodore Roosevelt to pass a bill in the US Congress that established Yellowstone National Park.,"{'user_id': array([None], dtype=object), 'value': array(['What is the Boone and Crockett Club?'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([""Yellowstone was part of a federally governed territory. With no state government that could assume stewardship of the land, the federal government took on direct responsibility for the park, the official first national park of the United States. The combined effort and interest of conservationists, politicians and the Northern Pacific Railroad ensured the passage of enabling legislation by the United States Congress to create Yellowstone National Park. Theodore Roosevelt and his group of conservationists, the Boone and Crockett Club, were active campaigners and were highly influential in convincing fellow Republicans and big business to back the bill. Yellowstone National Park soon played a pivotal role in the conservation of these national treasures, as it was suffering at the hands of poachers and others who stood at the ready to pillage what they could from the area. Theodore Roosevelt and his newly formed Boone and Crockett Club successfully took the lead in protecting Yellowstone National Park from this plight, resulting in laws designed to conserve the natural resources in Yellowstone and other parks under the Government's purview.""],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The Boone and Crockett Club is a group of conservationists who campaigned with Theodore Roosevelt to pass a bill in the US Congress that established Yellowstone National Park.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
1162,open_qa,What is the JDK?,,The JDK is a development environment for building applications using the Java programming language. The JDK includes tools useful for developing and testing programs written in the Java programming language and running on the Java platform.,"{'user_id': array([None], dtype=object), 'value': array(['What is the JDK?'], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The JDK is a development environment for building applications using the Java programming language. The JDK includes tools useful for developing and testing programs written in the Java programming language and running on the Java platform.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
5434,classification,"Identify which instrument is string or percussion: Hang, Ruan",,"Ruan is string, Hang is percussion.","{'user_id': array([None], dtype=object), 'value': array(['Identify which instrument is string or percussion: Hang, Ruan'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Ruan is string, Hang is percussion.'], dtype=object), 'status': array(['submitted'], dtype=object)}",
13316,closed_qa,Who asked Swami Vivekananda to come to Dakshineswar and in which year?,"Swami Vivekananda (/ˈswɑːmi ˌvɪveɪˈkɑːnəndə/; Bengali: [ʃami bibekanɔndo] (listen); 12 January 1863 – 4 July 1902), born Narendranath Datta (Bengali: [nɔrendronatʰ dɔto]), was an Indian Hindu monk, philosopher, author, religious teacher, and the chief disciple of the Indian mystic Sri Ramakrishna Paramahansa.[4][5] He was a key figure in the introduction of Vedanta and Yoga to the Western world[6][7][8] and is credited with raising interfaith awareness, and bringing Hinduism to the status of a major world religion.[9] Vivekananda became a popular figure after the 1893 Parliament of Religions in Chicago, where he began his famous speech with the words, ""Sisters and brothers of America...,"" before introducing Hinduism to Americans.[10][11] He was so impactful at the Parliament that an American newspaper described him as “an orator by divine right and undoubtedly the greatest figure at the Parliament”.[12] After great success at the Parliament, in the subsequent years, Vivekananda delivered hundreds of lectures across the United States, England and Europe, disseminating the core tenets of Hindu philosophy, and founded the Vedanta Society of New York and the Vedanta Society of San Francisco (now Vedanta Society of Northern California),[13] both of which became the foundations for Vedanta Societies in the West.

In 1881, Narendra first met Ramakrishna, who became his spiritual focus after his own father had died in 1884.[61]

Narendra's first introduction to Ramakrishna occurred in a literature class at General Assembly's Institution when he heard Professor William Hastie lecturing on William Wordsworth's poem, The Excursion.[51] While explaining the word ""trance"" in the poem, Hastie suggested that his students visit Ramakrishna of Dakshineswar to understand the true meaning of trance. This prompted some of his students (including Narendra) to visit Ramakrishna.[62][63][64]

They probably first met personally in November 1881,[note 1] though Narendra did not consider this their first meeting, and neither man mentioned this meeting later.[62] At this time, Narendra was preparing for his upcoming F. A. examination, when Ram Chandra Datta accompanied him to Surendra Nath Mitra's, house where Ramakrishna was invited to deliver a lecture.[66] According to Makarand Paranjape, at this meeting Ramakrishna asked young Narendra to sing. Impressed by his singing talent, he asked Narendra to come to Dakshineshwar.[67]

In late 1881 or early 1882, Narendra went to Dakshineswar with two friends and met Ramakrishna.[62] This meeting proved to be a turning point in his life.[68] Although he did not initially accept Ramakrishna as his teacher and rebelled against his ideas, he was attracted by his personality and began to frequently visit him at Dakshineswar.[69] He initially saw Ramakrishna's ecstasies and visions as ""mere figments of imagination""[27] and ""hallucinations"".[70] As a member of Brahmo Samaj, he opposed idol worship, polytheism and Ramakrishna's worship of Kali.[71] He even rejected the Advaita Vedanta of ""identity with the absolute"" as blasphemy and madness, and often ridiculed the idea.[70] Narendra tested Ramakrishna, who faced his arguments patiently: ""Try to see the truth from all angles"", he replied.[69]

Narendra's father's sudden death in 1884 left the family bankrupt; creditors began demanding the repayment of loans, and relatives threatened to evict the family from their ancestral home. Narendra, once a son of a well-to-do family, became one of the poorest students in his college.[72] He unsuccessfully tried to find work and questioned God's existence,[73] but found solace in Ramakrishna and his visits to Dakshineswar increased.[74]

One day, Narendra requested Ramakrishna to pray to goddess Kali for their family's financial welfare. Ramakrishna instead suggested him to go to the temple himself and pray. Following Ramakrishna's suggestion, he went to the temple thrice, but failed to pray for any kind of worldly necessities and ultimately prayed for true knowledge and devotion from the goddess.[75][76][77] Narendra gradually grew ready to renounce everything for the sake of realising God, and accepted Ramakrishna as his Guru.[69]

In 1885, Ramakrishna developed throat cancer, and was transferred to Calcutta and (later) to a garden house in Cossipore. Narendra and Ramakrishna's other disciples took care of him during his last days, and Narendra's spiritual education continued. At Cossipore, he experienced Nirvikalpa samadhi.[78] Narendra and several other disciples received ochre robes from Ramakrishna, forming his first monastic order.[79] He was taught that service to men was the most effective worship of God.[27][78] Ramakrishna asked him to care of the other monastic disciples, and in turn asked them to see Narendra as their leader.[80] Ramakrishna died in the early-morning hours of 16 August 1886 in Cossipore.","In 1881, Sri Ramakrishna Paramahansa asked Swami Vivekananda to come to Dakshineswar","{'user_id': array([None], dtype=object), 'value': array(['Who asked Swami Vivekananda to come to Dakshineswar and in which year?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Swami Vivekananda (/ˈswɑːmi ˌvɪveɪˈkɑːnəndə/; Bengali: [ʃami bibekanɔndo] (listen); 12 January 1863 – 4 July 1902), born Narendranath Datta (Bengali: [nɔrendronatʰ dɔto]), was an Indian Hindu monk, philosopher, author, religious teacher, and the chief disciple of the Indian mystic Sri Ramakrishna Paramahansa. He was a key figure in the introduction of Vedanta and Yoga to the Western world and is credited with raising interfaith awareness, and bringing Hinduism to the status of a major world religion. Vivekananda became a popular figure after the 1893 Parliament of Religions in Chicago, where he began his famous speech with the words, ""Sisters and brothers of America...,"" before introducing Hinduism to Americans. He was so impactful at the Parliament that an American newspaper described him as “an orator by divine right and undoubtedly the greatest figure at the Parliament”. After great success at the Parliament, in the subsequent years, Vivekananda delivered hundreds of lectures across the United States, England and Europe, disseminating the core tenets of Hindu philosophy, and founded the Vedanta Society of New York and the Vedanta Society of San Francisco (now Vedanta Society of Northern California), both of which became the foundations for Vedanta Societies in the West.\n\nIn 1881, Narendra first met Ramakrishna, who became his spiritual focus after his own father had died in 1884.\n\nNarendra\'s first introduction to Ramakrishna occurred in a literature class at General Assembly\'s Institution when he heard Professor William Hastie lecturing on William Wordsworth\'s poem, The Excursion. While explaining the word ""trance"" in the poem, Hastie suggested that his students visit Ramakrishna of Dakshineswar to understand the true meaning of trance. This prompted some of his students (including Narendra) to visit Ramakrishna.\n\nThey probably first met personally in November 1881,[note 1] though Narendra did not consider this their first meeting, and neither man mentioned this meeting later. At this time, Narendra was preparing for his upcoming F. A. examination, when Ram Chandra Datta accompanied him to Surendra Nath Mitra\'s, house where Ramakrishna was invited to deliver a lecture. According to Makarand Paranjape, at this meeting Ramakrishna asked young Narendra to sing. Impressed by his singing talent, he asked Narendra to come to Dakshineshwar.\n\nIn late 1881 or early 1882, Narendra went to Dakshineswar with two friends and met Ramakrishna. This meeting proved to be a turning point in his life. Although he did not initially accept Ramakrishna as his teacher and rebelled against his ideas, he was attracted by his personality and began to frequently visit him at Dakshineswar. He initially saw Ramakrishna\'s ecstasies and visions as ""mere figments of imagination"" and ""hallucinations"". As a member of Brahmo Samaj, he opposed idol worship, polytheism and Ramakrishna\'s worship of Kali. He even rejected the Advaita Vedanta of ""identity with the absolute"" as blasphemy and madness, and often ridiculed the idea. Narendra tested Ramakrishna, who faced his arguments patiently: ""Try to see the truth from all angles"", he replied.\n\nNarendra\'s father\'s sudden death in 1884 left the family bankrupt; creditors began demanding the repayment of loans, and relatives threatened to evict the family from their ancestral home. Narendra, once a son of a well-to-do family, became one of the poorest students in his college. He unsuccessfully tried to find work and questioned God\'s existence, but found solace in Ramakrishna and his visits to Dakshineswar increased.\n\nOne day, Narendra requested Ramakrishna to pray to goddess Kali for their family\'s financial welfare. Ramakrishna instead suggested him to go to the temple himself and pray. Following Ramakrishna\'s suggestion, he went to the temple thrice, but failed to pray for any kind of worldly necessities and ultimately prayed for true knowledge and devotion from the goddess. Narendra gradually grew ready to renounce everything for the sake of realising God, and accepted Ramakrishna as his Guru.\n\nIn 1885, Ramakrishna developed throat cancer, and was transferred to Calcutta and (later) to a garden house in Cossipore. Narendra and Ramakrishna\'s other disciples took care of him during his last days, and Narendra\'s spiritual education continued. At Cossipore, he experienced Nirvikalpa samadhi. Narendra and several other disciples received ochre robes from Ramakrishna, forming his first monastic order. He was taught that service to men was the most effective worship of God. Ramakrishna asked him to care of the other monastic disciples, and in turn asked them to see Narendra as their leader. Ramakrishna died in the early-morning hours of 16 August 1886 in Cossipore.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['In 1881, Sri Ramakrishna Paramahansa asked Swami Vivekananda to come to Dakshineswar'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
14027,classification,"Choose the word which is different from the rest:  Mother, Friend, Sister, Father, Brother",,Friend is a term reflecting a bond that is not genetic,"{'user_id': array([None], dtype=object), 'value': array(['Choose the word which is different from the rest:  Mother, Friend, Sister, Father, Brother'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Friend is a term reflecting a bond that is not genetic'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
4073,closed_qa,"Given this text, what are the oldest and newest major territories of the United States?","American Samoa: territory since 1900; after the end of the Second Samoan Civil War, the Samoan Islands were divided into two regions. The U.S. took control of the eastern half of the islands.[61][25] In 1900, the Treaty of Cession of Tutuila took effect.[62] The Manuʻa islands became part of American Samoa in 1904, and Swains Island became part of American Samoa in 1925.[62] Congress ratified American Samoa's treaties in 1929.[62] For 51 years, the U.S. Navy controlled the territory.[34] American Samoa is locally self-governing under a constitution last revised in 1967.[25][note 14] The first elected governor of American Samoa was in 1977, and the first non-voting member of Congress was in 1981.[34] People born in American Samoa are U.S. nationals, but not U.S. citizens.[26][25] American Samoa is technically unorganized,[25] and its main island is Tutuila.[25]

Guam: territory since 1899, acquired at the end of the Spanish–American War.[64] Guam is the home of Naval Base Guam and Andersen Air Force Base. It was organized under the Guam Organic Act of 1950, which granted U.S. citizenship to Guamanians and gave Guam a local government.[64] In 1968, the act was amended to permit the election of a governor.[64]

Northern Mariana Islands: A commonwealth since 1986,[58][57] the Northern Mariana Islands together with Guam were part of the Spanish Empire until 1899 when the Northern Marianas were sold to the German Empire after the Spanish–American War.[65] Beginning in 1919, they were administered by Japan as a League of Nations mandate until the islands were captured by the United States in the Battle of Saipan and Battle of Tinian (June–August 1944) and the surrender of Aguigan (September 1945) during World War II.[65] They became part of the United Nations Trust Territory of the Pacific Islands (TTPI) in 1947, administered by the United States as U.N. trustee.[65][57] The other constituents of the TTPI were Palau, the Federated States of Micronesia and the Marshall Islands.[66] Following failed efforts in the 1950s and 1960s to reunify Guam and the Northern Marianas,[67] a covenant to establish the Northern Mariana Islands as a commonwealth in political union with the United States was negotiated by representatives of both political bodies; it was approved by Northern Mariana Islands voters in 1975, and came into force on March 24, 1976.[65][46] In accordance with the covenant, the Northern Mariana Islands constitution partially took effect on January 9, 1978, and became fully effective on November 4, 1986.[46] In 1986, the Northern Mariana Islands formally left U.N. trusteeship.[58] The abbreviations ""CNMI"" and ""NMI"" are both used in the commonwealth. Most residents in the Northern Mariana Islands live on Saipan, the main island.[46]

Puerto Rico: unincorporated territory since 1899;[59] Puerto Rico was acquired at the end of the Spanish–American War,[68] and has been a U.S. commonwealth since 1952.[69] Since 1917, Puerto Ricans have been granted U.S. citizenship.[70] Puerto Rico was organized under the Puerto Rico Federal Relations Act of 1950 (Public Law 600). In November 2008, a U.S. District Court judge ruled that a series of Congressional actions have had the cumulative effect of changing Puerto Rico's status from unincorporated to incorporated.[71] The issue is proceeding through the courts, however,[72] and the U.S. government still refers to Puerto Rico as unincorporated. A Puerto Rican attorney has called the island ""semi-sovereign"".[73] Puerto Rico has a statehood movement, whose goal is to make the territory the 51st state.[42][74] See also Political status of Puerto Rico.

U.S. Virgin Islands: purchased by the U.S. from Denmark in 1917 and organized under the Revised Organic Act of the Virgin Islands in 1954. U.S. citizenship was granted in 1927.[75] The main islands are Saint Thomas, Saint John and Saint Croix.[48]","The United States has five major territories. Guam, American Samoa, Northern Mariana Islands, Puerto Rico, and U.S. Virgin Islands. Of those, the two oldest are Guam, and Puerto Rico; both being acquired in 1899 at the end of the Spanish - American War. The Northern Mariana Islands is the newest of the five major territories, joining the United States in 1986.","{'user_id': array([None], dtype=object), 'value': array(['Given this text, what are the oldest and newest major territories of the United States?'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['American Samoa: territory since 1900; after the end of the Second Samoan Civil War, the Samoan Islands were divided into two regions. The U.S. took control of the eastern half of the islands. In 1900, the Treaty of Cession of Tutuila took effect. The Manuʻa islands became part of American Samoa in 1904, and Swains Island became part of American Samoa in 1925. Congress ratified American Samoa\'s treaties in 1929. For 51 years, the U.S. Navy controlled the territory. American Samoa is locally self-governing under a constitution last revised in 1967.[note 14] The first elected governor of American Samoa was in 1977, and the first non-voting member of Congress was in 1981. People born in American Samoa are U.S. nationals, but not U.S. citizens. American Samoa is technically unorganized, and its main island is Tutuila.\n\nGuam: territory since 1899, acquired at the end of the Spanish–American War. Guam is the home of Naval Base Guam and Andersen Air Force Base. It was organized under the Guam Organic Act of 1950, which granted U.S. citizenship to Guamanians and gave Guam a local government. In 1968, the act was amended to permit the election of a governor.\n\nNorthern Mariana Islands: A commonwealth since 1986, the Northern Mariana Islands together with Guam were part of the Spanish Empire until 1899 when the Northern Marianas were sold to the German Empire after the Spanish–American War. Beginning in 1919, they were administered by Japan as a League of Nations mandate until the islands were captured by the United States in the Battle of Saipan and Battle of Tinian (June–August 1944) and the surrender of Aguigan (September 1945) during World War II. They became part of the United Nations Trust Territory of the Pacific Islands (TTPI) in 1947, administered by the United States as U.N. trustee. The other constituents of the TTPI were Palau, the Federated States of Micronesia and the Marshall Islands. Following failed efforts in the 1950s and 1960s to reunify Guam and the Northern Marianas, a covenant to establish the Northern Mariana Islands as a commonwealth in political union with the United States was negotiated by representatives of both political bodies; it was approved by Northern Mariana Islands voters in 1975, and came into force on March 24, 1976. In accordance with the covenant, the Northern Mariana Islands constitution partially took effect on January 9, 1978, and became fully effective on November 4, 1986. In 1986, the Northern Mariana Islands formally left U.N. trusteeship. The abbreviations ""CNMI"" and ""NMI"" are both used in the commonwealth. Most residents in the Northern Mariana Islands live on Saipan, the main island.\n\nPuerto Rico: unincorporated territory since 1899; Puerto Rico was acquired at the end of the Spanish–American War, and has been a U.S. commonwealth since 1952. Since 1917, Puerto Ricans have been granted U.S. citizenship. Puerto Rico was organized under the Puerto Rico Federal Relations Act of 1950 (Public Law 600). In November 2008, a U.S. District Court judge ruled that a series of Congressional actions have had the cumulative effect of changing Puerto Rico\'s status from unincorporated to incorporated. The issue is proceeding through the courts, however, and the U.S. government still refers to Puerto Rico as unincorporated. A Puerto Rican attorney has called the island ""semi-sovereign"". Puerto Rico has a statehood movement, whose goal is to make the territory the 51st state. See also Political status of Puerto Rico.\n\nU.S. Virgin Islands: purchased by the U.S. from Denmark in 1917 and organized under the Revised Organic Act of the Virgin Islands in 1954. U.S. citizenship was granted in 1927. The main islands are Saint Thomas, Saint John and Saint Croix.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['The United States has five major territories. Guam, American Samoa, Northern Mariana Islands, Puerto Rico, and U.S. Virgin Islands. Of those, the two oldest are Guam, and Puerto Rico; both being acquired in 1899 at the end of the Spanish - American War. The Northern Mariana Islands is the newest of the five major territories, joining the United States in 1986.'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
5227,classification,"Classify each of the following as a flower or a tree: rose, tulip, oak, spruce, pine, orchid",,"Rose: Flower
Tulip: Flower
Oak: Tree
Spruce: Tree
Pine: Tree
Orchid: Flower","{'user_id': array([None], dtype=object), 'value': array(['Classify each of the following as a flower or a tree: rose, tulip, oak, spruce, pine, orchid'],
      dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array([''], dtype=object), 'status': array(['submitted'], dtype=object)}","{'user_id': array([None], dtype=object), 'value': array(['Rose: Flower\nTulip: Flower\nOak: Tree\nSpruce: Tree\nPine: Tree\nOrchid: Flower'],
      dtype=object), 'status': array(['submitted'], dtype=object)}",
